Surface Area,Volume,Min Height,Floor Area
1,-1,-1,-1
0.6995395565795604,0.21901283004685265,0.029340861671564574,0.5517656992105076
0.7202526359390082,0.3640749566669214,0.03725424551259182,0.6949515686079977
0.0622771647079932,0.051745392019644745,0.4721768788011568,0.2674482992613942
0.035027279092565235,0.1870739296482275,0.08552000954747913,0.6457306392025223
0.02051127027089574,0.04912172826123536,0.2427321235287477,0.41776143260862697
0.006369674137932071,0.12176455215085595,0.21194807486092865,0.3124058031020656
0.0036933288798232634,0.06820443583468327,0.1777417599337512,0.2574861809244908
0.0032250156641990685,0.018256189310249173,0.34608457879044185,0.15802107053522074
0.0033125614913030762,0.15586302008176092,0.07533691176926532,0.4614112822997306
0.003498253887037173,0.050498278863159336,0.16321920098377504,0.3582268686929586
0.002954815055088589,0.0662480060321467,0.3420707465703226,0.2927283235449466
0.002002034226003781,0.03051862720582652,0.19329765959282785,0.2929047650584201
0.0022273793237693206,0.059126338367194074,0.08899640261488964,0.3058689980901889
0.0019527108741522559,0.05129269075522496,0.43437294004794746,0.15595488591674422
0.0018750719714029712,0.04087635909253698,0.04880356581644285,0.4112670451095307
0.0017806871270070691,0.07109561050456595,0.154527007746362,0.27387002432963914
0.0019100867416621465,0.0006672495799028377,0.4182210197813324,0.020900766170646748
0.0017947017255161484,0.05134263816351098,0.19965297759466671,0.19838977885858655
0.001645880671596507,0.00047857412977649657,0.4290393958794437,0.007522847182347929
0.0015885221783021606,0.04627923593576221,0.18882041353382628,0.2620069514890451
0.0015340834277577874,0.002267806747594549,0.3776571872838464,0.02811149051115921
0.0015386595476384825,0.0017358207033183028,0.42807016449545066,0.018979977921671668
0.001508044395010971,0.0016357904043267815,0.401612576085354,0.017300698350978833
0.0015235372135071292,0.05826430139908164,0.08096334299854044,0.24619725600110046
0.0015938968676554182,0.02524233225906869,0.19059466238224398,0.2271250323172079
0.0014152587306595805,0.04855452671395714,0.06904026360114687,0.20415964505174555
0.001514857899001733,0.0008898423583071568,0.4020665662533476,0.013670143961955927
0.0014915153828215257,0.06925339919218781,0.035204688970996316,0.39709417998809626
0.0016129029820699324,0.0010853329392581468,0.3792411578993928,0.025404987867815296
0.0015039200705401707,0.07963258755827221,0.17287224477665794,0.2423187293160985
0.001391326393529822,0.04654201107644455,0.046054156199973766,0.21385095843957388
0.0014043513437948165,0.06617785599842846,0.06321260314139346,0.31200148308101205
0.0014082900534482016,0.0035310828664209173,0.37201659118681785,0.031630151408927325
0.0013431789443790984,0.008893376591771144,0.28886691180958435,0.06145140181365714
0.001372388718768465,0.02733924836798628,0.12093303698298087,0.2328036423198399
0.0014386963956166106,0.05248742016355557,0.10284984887472046,0.2888665652981698
0.0012337713463634115,0.002153489127438025,0.3288993040762267,0.019572365672448983
0.0014399840100486905,0.07190599721912645,0.07946817817118809,0.2296086019272741
0.0011537400915440869,0.04644171400870504,0.10190290469531617,0.3917722087668216
0.0013508501687378126,0.00012772865571360943,0.4483852647008054,0.0014684324849701062
0.001343735528146152,0.03893103426623467,0.33622280029505874,0.22322627751940347
0.0011699676765122911,0.000840705698676244,0.3729164835831492,0.015058650691954837
0.9509421870201716,0.4053733513686705,0.04901924913125492,0.7268185444795879
0.8200774785500207,0.3301679588639403,0.14701560411633674,0.5614387906085724
0.4293266382497163,0.2102735811078592,0.09011340493277692,0.5372096096019586
0.07541174556989175,0.2024615707880756,0.101899027810832,0.4865158278998587
0.020534428191437932,0.09552344693317462,0.2891966794678256,0.2828343236560724
0.01953119532668219,0.1382840353206272,0.1252524209649986,0.4131561836383028
0.013834041062090631,0.12274048933830915,0.27975945635850225,0.2798680837457595
0.010053314780711234,0.19450753007564286,0.1177972093181982,0.4510296224612643
0.008632364128493912,0.06940225539915236,0.3690408895974828,0.16928019773903158
0.008252984999898644,0.14627347581902025,0.04938438078603363,0.4821364742597537
0.008007623106925486,0.06382021148738318,0.3766928359879851,0.14478580527600565
0.006859074921835232,0.16680300376662516,0.09932093338323317,0.4067368980312985
0.0064754628597142394,0.18243574084051264,0.06708645009923245,0.4430883989212835
0.005644699604493882,0.09363119963786723,0.2236110107456732,0.28425017084048776
0.004652942302932558,0.10650125233040672,0.14838581815965196,0.27023679979692417
0.004412499448454744,0.07765523753775397,0.222089952993129,0.2705370108553862
0.003646705848014224,0.053745608236005576,0.3685065544559061,0.18593956023248054
0.0034740947093673358,0.16976353705583289,0.05455669846611444,0.382853583387748
0.0033263130211044984,0.15661844290278318,0.11516850659875034,0.4155993022398443
0.002678053776897914,0.08849321992671241,0.12121476381038818,0.2948459830763043
0.002789117702016701,0.13802101556490798,0.11298925155894918,0.34883618067088085
0.002345013267118893,0.11224057411316177,0.07459686943197702,0.3403953582721473
0.002354389428494435,0.1058926280565183,0.09652840338347346,0.306363640190503
0.0024045592943099108,0.14342521187801446,0.08134248637388614,0.5077219335052701
0.0023695013644574768,0.05572745016376532,0.08603312366990881,0.3763040017258032
0.0023236895509445824,0.07244330624779739,0.3068752420778653,0.25665278502405864
0.002302654647904305,0.0801348654927875,0.1629847308512693,0.3668081729025101
0.0023083583178893107,0.08855544543575945,0.06253926796743338,0.34655286220247034
0.002292433907324701,0.0939625293282738,0.05025517038928323,0.2834982493839264
0.002260371121528928,0.05849745488517862,0.08125444995661772,0.30769607917117603
0.0020711295314166816,0.07775875869204185,0.3048432922712385,0.2268279524827828
0.8225371493861431,0.2590294759336589,0.054724410687744966,0.5790923228576762
0.6150055166774104,0.2032315719898904,0.1270182341610359,0.49074447259339504
0.7345137038831484,0.1452834271136699,0.19717854205125815,0.3174217919947816
0.3549318381654021,0.17799638789367256,0.15117400716580334,0.4480102575795383
0.0973633549208456,0.11931239878599915,0.19759081925251146,0.3553335085646065
0.08538126424004784,0.10403449489493,0.43682971699185535,0.537853264511717
0.055183228479584207,0.0759877735949489,0.25452205263490696,0.30493751540376485
0.049188470223874084,0.03364788691745883,0.3754996534944658,0.19932596647819126
0.035969567639690836,0.17230817342538868,0.18992785299718645,0.4547126536360282
0.032646003240855835,0.10740093169742798,0.12875749454676955,0.34499291183322073
0.028359747895889287,0.16969280348821247,0.058181233939568526,0.4913258873901893
0.01841516882518296,0.0005497388456342537,0.4849102183254878,0.016708871023003134
0.0173539035112218,0.14479685708590667,0.03972015593334005,0.5496710716420048
0.01633921688799978,0.002885400667320512,0.4970330083179821,0.015079477619932228
0.013855335579051813,0.07752222593303694,0.3068058367482163,0.2955890603756219
0.01349137218333475,0.12724709639575502,0.12786509583300504,0.4156034376614619
0.011293704866022271,0.15144696856976794,0.00024355611290202692,0.4967128144381984
0.011159266545094923,0.07872920992806573,0.286346745627361,0.2221351246483724
0.010065262587727756,0.06086807012236335,0.1668337593735209,0.35686996111398706
0.011153422062983328,0.0858988653381521,0.24673526766170525,0.3088102228793026
0.010645684879922351,0.009873932858281987,0.4508534093430746,0.055043397443912116
0.009044121682214438,0.003661571466275057,0.436725320415604,0.01791543384212361
0.007496772659423378,0.08157381273914009,0.31758620975314544,0.19446196996838316
0.007367655962735808,0.1871062417458408,0.12144196131793995,0.4265469519485113
0.006965503940226819,0.024928994356717433,0.3757445502924908,0.24312936745497304
0.006559559152259059,0.11091427699100613,0.025447962556170267,0.5648555289981606
0.00663672775123481,0.18539345994882467,0.02237854994771593,0.4573438292570716
0.006490232460186086,0.06277384741747442,0.2905047130948266,0.30261111215622394
0.00668171111874033,0.0674183942553874,0.31592516840696544,0.2556886878364693
0.005898005884480976,0.002687248988319096,0.4357233294552296,0.03246219206592402
0.005752385832782452,0.1058804227157047,0.12157956711231725,0.3840071729806816
0.005056788097720778,0.15340024603275648,0.0852158904852682,0.4388211999851164
0.004806483038851167,0.07496714494381365,0.2820190987347331,0.2457022757885536
0.005335385055698871,0.1315087963465718,0.20982933979667787,0.33544614071651824
0.00390963407205876,0.1097386227339718,0.0322140019557125,0.5748978466029325
0.0034432503761712696,0.08752881147661311,0.1724492829180785,0.32060807498914223
0.003219373469761633,0.000804786667383958,0.4959261052904461,0.011352875233513554
0.003507432899266683,0.0748084965086831,0.20487564284830745,0.2325488521217281
