,0,1
0,1.085696510606693,-0.38470188719218584
1,0.64010627787695,-0.2954365446648225
2,0.2090613902008599,-0.23861031490033613
3,0.021189325813725905,-0.19674756837632196
4,0.00602531498323729,-0.19066311370932057
5,0.005573297131287781,-0.15875806534204998
6,0.00484239159336804,-0.14340684854182845
7,0.0006836177330164145,-0.10539950509731785
8,0.0007352168634973783,-0.12924577151970826
9,0.000594224966041779,-0.0973787596847441
10,0.0004859889551010857,-0.0961770541470823
11,0.0004582047368894273,-0.06029250030079802
12,0.0004455277408776772,-0.04689148654164408
