,0,1
0,0.9939343183877312,-0.3342223693020783
1,0.8717124507055959,-0.3153514384812269
2,0.7561167219543724,-0.2705240433172016
3,0.0016702354791059129,-0.2406271572057548
4,0.0010942305831413797,-0.2058510882710681
5,0.0006559616109108428,-0.20088277039049968
6,0.0005919771592382461,-0.18847866589705672
7,0.0005232819630755182,-0.17775900388477198
8,0.00046340597952886824,-0.15706121456077413
9,0.0004472492792684076,-0.13300195157629677
10,0.00043165185956437374,-0.13186455117568585
11,0.0004291846055556741,-0.06450944716175311
12,0.0004289696000612038,-0.049429522926051225
13,0.00042863522626196226,-0.0003512161848059885
